Date,Season,Temperature_C,WindSpeed_m_s,CloudCoverage_pct,Fog,Production_kWh_day,Price_eur_mwh
2020-06-10,Summer,21.9,2.45,34.7,0,316943,47.55
2020-06-11,Summer,21.5,2.82,19.5,0,350006,27.69
2020-06-12,Summer,20.9,2.62,24.8,0,329594,35.1
2020-06-13,Summer,26,2.29,5.2,0,402770,45.27
2020-06-14,Summer,26.8,1.23,32.9,0,341462,33.19
2020-06-15,Summer,21.5,2.5,8.7,0,388073,22.54
2020-06-16,Summer,25.9,0.9,42.7,0,323400,47.03
2020-06-17,Summer,21.1,0.94,30.8,0,334540,31.5
2020-06-18,Summer,22.1,1.49,40,0,318891,32.7
2020-06-19,Summer,21.3,2.99,46.9,0,304608,29.06
2020-06-20,Summer,25,1.98,35.8,0,324787,36.97
2020-06-21,Summer,25.4,2.26,51.9,0,284944,30.87
2020-06-22,Summer,23.1,1.12,8.2,0,419623,37.69
2020-06-23,Summer,22.5,2.53,37,0,316849,46.49
2020-06-24,Summer,28.7,1.81,32.7,0,327476,50.97
2020-06-25,Summer,23.5,2.92,21,0,367027,37.09
2020-06-26,Summer,22.2,1.2,34.8,0,328854,35.9
2020-06-27,Summer,25,2.34,41.5,0,296658,42.18
2020-06-28,Summer,20.9,1.67,35,0,338454,40.11
2020-06-29,Summer,22,2.24,32.4,0,330243,36.5
2020-06-30,Summer,21.8,4.02,22.2,0,344194,40.77
2020-07-01,Summer,29.2,1.14,21.6,0,379207,26.33
2020-07-02,Summer,28.4,2.01,20.6,0,372560,36.82
2020-07-03,Summer,28,2.3,43.9,0,295726,48.3
2020-07-04,Summer,24.7,1.53,12.9,0,403563,36.5
2020-07-05,Summer,29.3,3.11,28.9,0,358643,33.56
2020-07-06,Summer,27.1,3.12,10.9,0,388010,21.11
2020-07-07,Summer,25.6,3.34,18.9,0,392703,29.33
2020-07-08,Summer,26.2,0.95,27.8,0,347223,36.61
2020-07-09,Summer,25.2,1.57,12.9,0,376896,24.05
2020-07-10,Summer,28.4,3.33,36.7,0,322729,21.3
2020-07-11,Summer,27.7,2.77,21.8,0,371219,29.3
2020-07-12,Summer,26.8,1.24,33.2,0,339857,25.88
2020-07-13,Summer,29,3.08,16.3,0,378015,23.97
2020-07-14,Summer,29.9,2.91,21.7,0,354226,41.41
2020-07-15,Summer,29.6,2.56,11.8,0,388735,32.63
2020-07-16,Summer,26.8,1.38,2.2,0,401938,22.1
2020-07-17,Summer,27.3,4.82,29.8,0,332514,40.11
2020-07-18,Summer,31.9,2.27,7.5,0,368502,45.23
2020-07-19,Summer,27.4,2.94,25.3,0,363164,31.55
2020-07-20,Summer,25.2,2.11,34.3,0,295548,28.78
2020-07-21,Summer,28.1,1.38,31.8,0,340667,20
2020-07-22,Summer,27.8,2.71,36.8,0,322382,33.67
2020-07-23,Summer,33.1,1.8,17.2,0,385403,33.8
2020-07-24,Summer,34.1,3.81,10.8,0,377530,36.71
2020-07-25,Summer,31.7,2.72,27.8,0,357084,48.1
2020-07-26,Summer,26.3,1.24,6.7,0,386174,34.14
2020-07-27,Summer,31.4,2.63,24.5,0,357270,43.39
2020-07-28,Summer,31.9,2.68,16.1,0,384775,31.6
2020-07-29,Summer,29.1,2.74,27,0,345764,35.96
2020-07-30,Summer,26.2,2.94,23.7,0,371791,36.63
2020-07-31,Summer,24.4,2.28,13.3,0,361645,23.5
2020-08-01,Summer,29,2.41,16.4,0,379482,35.56
2020-08-02,Summer,25,1.77,19.4,0,375974,27.64
2020-08-03,Summer,27,1.3,21.6,0,369233,32.58
2020-08-04,Summer,25.7,1.37,23.9,0,380335,24.43
2020-08-05,Summer,25.2,1.67,17.9,0,354970,32.11
2020-08-06,Summer,29.1,1.74,18,0,349610,20.12
2020-08-07,Summer,26.6,1.98,31,0,324790,41.18
2020-08-08,Summer,28.5,2.82,13.2,0,393461,20
2020-08-09,Summer,29.6,1.91,13,0,389463,30.97
2020-08-10,Summer,28.3,1.88,37.4,0,326794,39.23
2020-08-11,Summer,24.7,1.8,15,1,312735,52.91
2020-08-12,Summer,28.8,1.84,23.7,0,367790,32.65
2020-08-13,Summer,32,3.25,23.3,0,341735,43.16
2020-08-14,Summer,25.2,3,11.5,0,402065,24.39
2020-08-15,Summer,26.7,1.95,25.8,0,390010,30.58
2020-08-16,Summer,31.1,1.13,34.6,0,336157,35.59
2020-08-17,Summer,24.9,2.38,22.9,0,364329,41.17
2020-08-18,Summer,33.4,1.79,16.5,0,359921,34.51
2020-08-19,Summer,28,1.67,24.6,0,328374,20
2020-08-20,Summer,28.7,2.68,23.6,0,350731,34.71
2020-08-21,Summer,25.6,2.93,20.3,0,348627,40.23
2020-08-22,Summer,25.7,0.81,25.3,0,329858,38.51
2020-08-23,Summer,29.6,2.78,12.3,0,413055,48.53
2020-08-24,Summer,27.2,1.75,25.4,0,355239,50.44
2020-08-25,Summer,24.3,1.88,6.2,0,397216,21.79
2020-08-26,Summer,25.3,1.3,27.5,0,340544,20.2
2020-08-27,Summer,27.8,0.83,16.7,0,369014,29.01
2020-08-28,Summer,25.3,2.69,22.1,0,373198,43.86
2020-08-29,Summer,28.7,1.67,24,0,355605,45.53
2020-08-30,Summer,25.4,2.25,38.5,0,327938,38.74
2020-08-31,Summer,24.9,0.2,21.9,0,354111,49.22
2020-09-01,Autumn,20.5,3.5,42.1,0,205485,36.41
2020-09-02,Autumn,18.5,1.08,43.6,0,190512,47.65
2020-09-03,Autumn,24.4,2.09,32.8,0,204071,49.73
2020-09-04,Autumn,25.9,2.95,45.2,0,203639,43
2020-09-05,Autumn,23.3,2.12,27.8,0,228898,29.06
2020-09-06,Autumn,18.1,1.37,18.8,0,225581,33.98
2020-09-07,Autumn,26.3,2.1,37.7,0,215211,51.76
2020-09-08,Autumn,23.7,1.97,39.4,0,211625,40.43
2020-09-09,Autumn,26.4,3.31,37.3,1,175924,52.91
2020-09-10,Autumn,23.1,2.46,41.5,0,201015,45.77
2020-09-11,Autumn,22.7,1.6,24.1,0,236982,37.67
2020-09-12,Autumn,23.4,3.28,52.3,0,197342,40.2
2020-09-13,Autumn,30.3,1.27,50.2,0,189209,29.13
2020-09-14,Autumn,26.9,0.88,26.6,0,233745,45.47
2020-09-15,Autumn,27.2,1.48,23.5,0,246812,34.5
2020-09-16,Autumn,21.1,3.4,29.5,0,234362,46.92
2020-09-17,Autumn,19.9,1.6,49.3,0,193600,45.28
2020-09-18,Autumn,26.2,2.83,24.8,0,232017,44.73
2020-09-19,Autumn,24.1,2.21,3.8,0,258150,20
2020-09-20,Autumn,19.8,3.86,33.1,0,226246,41.11
2020-09-21,Autumn,20.3,2.44,33.9,0,219836,45.11
2020-09-22,Autumn,25.2,3.21,35.4,0,226235,35.87
2020-09-23,Autumn,25,1.41,30.6,0,226247,42.42
2020-09-24,Autumn,22.4,1.51,46.8,0,205981,51.33
2020-09-25,Autumn,20.5,1.59,29.7,0,224320,40.09
2020-09-26,Autumn,23.5,2.94,30.2,0,233914,30.49
2020-09-27,Autumn,26.8,1.99,56.5,0,194006,41.31
2020-09-28,Autumn,21.2,3.11,10,0,247507,40.06
2020-09-29,Autumn,25,1.65,35.7,0,201740,42.65
2020-09-30,Autumn,19.7,2.93,22.7,0,249915,35.81
2020-10-01,Autumn,15.3,2.54,41.1,0,206801,35.12
2020-10-02,Autumn,21.1,2.02,41.3,0,192650,53.91
2020-10-03,Autumn,13.7,3.08,68.3,0,160517,63.92
2020-10-04,Autumn,17.6,1.3,46.2,0,203653,39.14
2020-10-05,Autumn,15.8,1.48,40.3,0,202766,49.51
2020-10-06,Autumn,18.9,2.17,39.4,1,179812,49.55
2020-10-07,Autumn,12.5,3.19,62.9,0,182342,53.66
2020-10-08,Autumn,10.5,2.49,41.9,1,169092,43.96
2020-10-09,Autumn,6.5,1.7,35.5,0,201736,32.93
2020-10-10,Autumn,10.5,2.79,41.5,1,179019,49.76
2020-10-11,Autumn,18.8,2.27,42.9,0,206802,37.87
2020-10-12,Autumn,20.4,2.36,54.3,0,191686,36.63
2020-10-13,Autumn,18.1,1.61,56.3,0,189784,30.2
2020-10-14,Autumn,15,1.32,60.9,1,155043,51.59
2020-10-15,Autumn,14,1.66,67.5,0,167993,52.87
2020-10-16,Autumn,17.8,1.58,29.6,0,219565,49.6
2020-10-17,Autumn,13.6,1.31,15.9,0,239455,43.48
2020-10-18,Autumn,16.7,2.39,41,0,206269,50.19
2020-10-19,Autumn,16.2,1.9,45.6,0,199313,50.05
2020-10-20,Autumn,11.2,3.18,23.4,0,236186,47.97
2020-10-21,Autumn,20.6,2.33,47.3,0,202732,38.48
2020-10-22,Autumn,14.9,3.11,49.8,0,193246,40.51
2020-10-23,Autumn,13.2,2.18,40.6,0,196838,59.27
2020-10-24,Autumn,15.5,1.42,35.6,0,212256,37.06
2020-10-25,Autumn,14.7,1.69,46.1,0,195798,39.63
2020-10-26,Autumn,13.3,1.61,34.5,0,213528,34.09
2020-10-27,Autumn,12.1,0.47,55.5,0,197017,34.82
2020-10-28,Autumn,16.6,2.93,58.6,1,155623,59.81
2020-10-29,Autumn,17.2,1.96,40.4,0,209237,61.63
2020-10-30,Autumn,12.9,3.4,70.3,0,169394,36.46
2020-10-31,Autumn,18.5,3.03,17.6,0,243267,49.94
2020-11-01,Autumn,7.7,0.83,79.4,0,159506,46.56
2020-11-02,Autumn,8,2.19,32.3,0,210125,44.4
2020-11-03,Autumn,10.7,1.98,48.2,1,169993,57.98
2020-11-04,Autumn,4.7,3.53,38.4,0,200758,34.43
2020-11-05,Autumn,10.2,2.29,51.5,0,183633,58.03
2020-11-06,Autumn,10.4,3.65,47.9,0,196041,57.57
2020-11-07,Autumn,12.5,2.88,52,0,194277,49.06
2020-11-08,Autumn,13.9,2.33,36.1,1,187743,41.57
2020-11-09,Autumn,15.6,2.25,62.4,0,182099,37.37
2020-11-10,Autumn,12.4,3.92,64.5,0,170869,37.53
2020-11-11,Autumn,4.9,2.08,44.2,0,193549,41.26
2020-11-12,Autumn,3.8,3.92,51.7,0,209304,37.18
2020-11-13,Autumn,11,4.1,31.7,0,222399,39.39
2020-11-14,Autumn,6.9,2.44,25.4,0,217315,41.93
2020-11-15,Autumn,8,3.29,48.9,0,186422,43.76
2020-11-16,Autumn,13.4,2.14,57.6,1,151554,47.68
2020-11-17,Autumn,11.4,2.07,46.6,0,200775,53.14
2020-11-18,Autumn,15,2.52,52,0,185889,43.7
2020-11-19,Autumn,9.7,1.45,40.5,0,202293,42.71
2020-11-20,Autumn,11.6,1.93,54.3,0,182022,45.14
2020-11-21,Autumn,2.4,3.88,52,0,193877,36.53
2020-11-22,Autumn,10.3,3.48,52.6,0,180596,61.44
2020-11-23,Autumn,10,1.6,69.3,0,153356,51.16
2020-11-24,Autumn,8,2.93,62.1,0,173635,45.94
2020-11-25,Autumn,6.9,1.8,28.9,0,223024,41.49
2020-11-26,Autumn,10.3,2.71,86.6,0,138516,54.49
2020-11-27,Autumn,2.5,2.46,24.7,0,217522,44.18
2020-11-28,Autumn,6.3,2.78,62.7,0,175607,46.79
2020-11-29,Autumn,15.1,3.15,50.2,0,186782,37.58
2020-11-30,Autumn,7.6,1.98,10,0,239602,46.35
2020-12-01,Winter,5.2,2.89,47.5,0,134127,53.61
2020-12-02,Winter,3.1,2.31,86.8,0,103142,42.9
2020-12-03,Winter,-5.5,2.03,72.4,0,115434,53.82
2020-12-04,Winter,7.5,2.01,57.6,1,115171,61.09
2020-12-05,Winter,2.7,3.58,87.5,0,103465,55.49
2020-12-06,Winter,5.9,3.94,76.1,1,108524,70.03
2020-12-07,Winter,6.5,3.23,91.3,0,87809,60.31
2020-12-08,Winter,1.4,2.85,79.3,0,103206,58.02
2020-12-09,Winter,3,3.87,98,0,85663,57.93
2020-12-10,Winter,3.2,2.38,73.5,0,108034,47.04
2020-12-11,Winter,8.5,3.44,73.5,0,108149,62.02
2020-12-12,Winter,10.3,2.85,73.4,0,111219,56.16
2020-12-13,Winter,6.3,2.84,31.6,1,130443,45.79
2020-12-14,Winter,-1,3.28,84.9,0,102319,54.6
2020-12-15,Winter,0.7,2.31,62.6,0,123263,54.8
2020-12-16,Winter,7.3,3.34,62,0,127300,56.23
2020-12-17,Winter,0.2,2.66,54,1,118826,62.64
2020-12-18,Winter,4.7,2.21,47.4,0,141895,61.91
2020-12-19,Winter,2.1,2.68,65.6,0,118558,55.94
2020-12-20,Winter,0.5,3.08,65.9,0,130747,64.41
2020-12-21,Winter,7.4,4.1,78,0,110053,62.12
2020-12-22,Winter,-1.9,2.75,76.6,0,100916,56
2020-12-23,Winter,6.9,2.65,35.1,0,145805,46.33
2020-12-24,Winter,-2.2,2.87,46.9,0,130239,45.14
2020-12-25,Winter,2.5,3.69,49.9,0,138080,50.81
2020-12-26,Winter,0.8,1.2,69.5,0,114968,65.75
2020-12-27,Winter,6,1.56,74.8,0,108017,59.74
2020-12-28,Winter,6.2,2.93,64.2,0,131930,67.07
2020-12-29,Winter,-4.1,2.98,62.5,0,126655,48.45
2020-12-30,Winter,2,1.85,72.2,0,116028,50.64
2020-12-31,Winter,4.5,2.16,72.2,1,95681,75.24
2021-01-01,Winter,-0.2,1.97,54,0,126220,120.46
2021-01-02,Winter,-1.8,3.81,43.5,0,145063,288.15
2021-01-03,Winter,3.2,3.55,66.8,0,120973,100.14
2021-01-04,Winter,3.8,2.93,55.7,1,106665,84.58
2021-01-05,Winter,3.4,3.51,61.3,0,124930,144.05
2021-01-06,Winter,-0.7,4.23,75.5,0,111861,90.91
2021-01-07,Winter,0.6,3.98,46.3,0,140931,71.39
2021-01-08,Winter,-0.7,2.79,80.1,0,102023,69.15
2021-01-09,Winter,2.5,1.7,84.7,0,97740,118.33
2021-01-10,Winter,6,3.23,76.1,1,96185,133.84
2021-01-11,Winter,9.4,2.73,64.2,1,107631,151.94
2021-01-12,Winter,-6.5,1.53,90.1,0,96624,100.75
2021-01-13,Winter,-4,2.05,50.4,0,141092,114.04
2021-01-14,Winter,1.7,3.11,52.8,0,132602,136.99
2021-01-15,Winter,0.2,3.69,68.6,0,116264,113.33
2021-01-16,Winter,3.1,2.69,81.9,0,105297,88.25
2021-01-17,Winter,2.1,1.97,51.6,0,137216,113.4
2021-01-18,Winter,3.6,3.2,77.6,1,93809,63.34
2021-01-19,Winter,1.3,3.17,39.3,1,134639,113.8
2021-01-20,Winter,-3.8,3.31,45.1,0,148053,159.85
2021-01-21,Winter,-1,3.57,47.7,1,129677,95.76
2021-01-22,Winter,-3.5,2.96,57.7,1,121495,118.91
2021-01-23,Winter,0.7,2.49,70.3,0,111275,130.43
2021-01-24,Winter,2.8,2.76,71.4,0,114503,159.14
2021-01-25,Winter,3.9,3.02,62.8,1,108880,158.58
2021-01-26,Winter,0.4,2.47,43.3,0,142588,141.12
2021-01-27,Winter,3.5,2.17,71.3,1,97605,132.07
2021-01-28,Winter,-8,2.92,86.1,1,82243,147.66
2021-01-29,Winter,0.9,3.73,73.8,0,113449,123.85
2021-01-30,Winter,-0.6,4.13,52.8,0,131370,100.96
2021-01-31,Winter,5.6,3.1,48,0,139639,147.03
2021-02-01,Winter,6.7,3.16,77.3,1,92664,138.14
2021-02-02,Winter,1.8,3.22,64.5,0,116773,114.84
2021-02-03,Winter,6.6,3.17,65.3,0,122390,114.92
2021-02-04,Winter,6.6,3.41,50.6,0,137701,114.11
2021-02-05,Winter,-4.2,1.53,53.7,0,134836,153.97
2021-02-06,Winter,1.4,1.89,33.8,0,165564,151.79
2021-02-07,Winter,9.3,1.96,77.6,0,108388,67.65
2021-02-08,Winter,1.4,1.42,56.9,0,130984,126.45
2021-02-09,Winter,-0.7,3.46,41.3,0,140327,142.74
2021-02-10,Winter,4.1,2.95,84.9,0,95457,103.17
2021-02-11,Winter,0.6,2.04,52.7,0,141277,128.18
2021-02-12,Winter,7.1,2.85,65.7,0,116005,112.57
2021-02-13,Winter,4.8,3.8,64.3,0,117917,134.44
2021-02-14,Winter,3.9,2.92,61.6,0,124599,116.37
2021-02-15,Winter,0.6,3.94,50.1,0,137616,101.31
2021-02-16,Winter,5.1,3.89,71.6,0,111343,108.86
2021-02-17,Winter,1.8,3.27,47.5,1,121623,89.92
2021-02-18,Winter,9.1,3.26,48.5,0,145688,103.3
2021-02-19,Winter,4.2,3.41,56.6,0,126405,93.23
2021-02-20,Winter,13.7,2.65,46.6,0,133653,102.9
2021-02-21,Winter,3,2.78,67.4,0,123081,107.39
2021-02-22,Winter,5,2.74,87.2,0,99975,133.83
2021-02-23,Winter,0.2,3.24,62.8,0,120864,138.52
2021-02-24,Winter,4.9,2.64,66.2,0,112112,133.12
2021-02-25,Winter,1.6,2.58,79.2,0,103003,93.61
2021-02-26,Winter,2.5,2.74,64.9,0,120887,98.59
2021-02-27,Winter,6.4,3.13,86.3,0,103993,138.79
2021-02-28,Winter,6,3.99,63,0,119480,137.79
2021-03-01,Spring,13.4,3.52,64.7,0,217844,134.58
2021-03-02,Spring,11.7,2.27,35.2,0,276168,81.68
2021-03-03,Spring,8.1,2.59,47.6,0,222293,109.95
2021-03-04,Spring,11.6,2.06,48.3,0,254396,112.54
2021-03-05,Spring,6,4.22,51.6,0,230779,102.77
2021-03-06,Spring,9.5,2.65,59.4,0,227207,63.7
2021-03-07,Spring,11.6,2.42,46.4,0,251115,106.7
2021-03-08,Spring,7.6,2.81,51.8,0,248877,109.02
2021-03-09,Spring,3.2,2.9,46.9,0,253198,74.7
2021-03-10,Spring,7.8,1.87,34.3,0,242931,120.28
2021-03-11,Spring,4.3,2.36,76,0,187198,101.26
2021-03-12,Spring,3.3,3.68,73.6,0,201355,159.29
2021-03-13,Spring,6.3,1.95,43,0,250656,77.75
2021-03-14,Spring,10.4,3.07,71.6,0,206846,101.37
2021-03-15,Spring,9.9,1.96,53.8,0,240328,123.38
2021-03-16,Spring,10.3,4.36,59.2,0,234181,171.34
2021-03-17,Spring,8.1,2.77,47.9,0,243481,109.12
2021-03-18,Spring,13.7,2.04,35.5,0,249447,95.37
2021-03-19,Spring,5.8,3.49,47.8,0,243015,112.61
2021-03-20,Spring,5.1,3.6,46,0,255304,109.68
2021-03-21,Spring,8.9,2.26,69.1,0,196691,120.58
2021-03-22,Spring,4.3,2.93,86.5,0,179498,115.02
2021-03-23,Spring,7.5,3.58,40.7,0,270348,116.87
2021-03-24,Spring,9.8,3.32,71,0,205370,161.73
2021-03-25,Spring,8.9,3.72,54.3,0,207125,102.43
2021-03-26,Spring,13.6,3.56,34.4,0,261325,96.68
2021-03-27,Spring,7.7,3.73,62.7,0,237164,52.39
2021-03-28,Spring,11.9,3.89,58.4,0,225119,97.79
2021-03-29,Spring,4.6,3.52,20.7,0,274041,123.89
2021-03-30,Spring,8.8,3.47,56.3,0,243233,142.72
2021-03-31,Spring,12.1,3.37,45.6,0,253009,94.54
2021-04-01,Spring,18.2,2.41,77.7,0,203551,103.02
2021-04-02,Spring,14.2,2.12,57.9,0,231159,121.05
2021-04-03,Spring,12.4,4.33,22,0,305261,89.69
2021-04-04,Spring,9.8,1.82,58.7,0,227308,125.74
2021-04-05,Spring,18.3,3.18,75.2,0,206819,113.46
2021-04-06,Spring,16.1,2.66,46.2,0,276024,87.01
2021-04-07,Spring,10.1,3.14,39.7,0,271822,119.06
2021-04-08,Spring,19.5,3.77,61.5,0,214698,146.48
2021-04-09,Spring,12,1.91,74,0,200915,146.38
2021-04-10,Spring,9.3,2.72,64.4,0,225047,55.76
2021-04-11,Spring,15.6,2.53,39,0,278454,99.23
2021-04-12,Spring,14,2.83,42.1,0,255024,105.96
2021-04-13,Spring,17,3.27,25.6,0,307645,69.51
2021-04-14,Spring,12.9,2.82,44,0,264528,127.74
2021-04-15,Spring,10.7,2.71,43.6,0,279974,122.47
2021-04-16,Spring,9,2.17,50.1,0,232910,128.97
2021-04-17,Spring,13.4,3.55,66.8,0,210369,148.59
2021-04-18,Spring,10.2,3.5,42.9,0,253610,88.36
2021-04-19,Spring,15.6,1.33,66.3,0,209564,118.88
2021-04-20,Spring,14.8,2.45,50.7,0,234483,135.26
2021-04-21,Spring,16.4,2.19,41.6,0,231773,92.01
2021-04-22,Spring,10.8,2.82,62.6,0,215449,110.33
2021-04-23,Spring,17.1,3.71,35.8,0,280108,130.94
2021-04-24,Spring,12.5,3.66,27.9,0,281231,88
2021-04-25,Spring,12,2.2,47.8,0,264877,146.9
2021-04-26,Spring,17.3,2.17,31.5,0,280170,108.89
2021-04-27,Spring,13.9,3.67,58.4,0,242954,76.37
2021-04-28,Spring,17.5,3.15,38.8,0,272001,294.97
2021-04-29,Spring,12.8,3.06,28.8,0,293165,121
2021-04-30,Spring,8.4,2.05,50.8,0,241215,130.47
2021-05-01,Spring,17.7,2.93,32.8,0,295366,88.19
2021-05-02,Spring,13.6,1.64,37.6,0,265882,94.1
2021-05-03,Spring,19.5,3.49,39.4,0,275905,77.35
2021-05-04,Spring,23.8,4.41,48.6,0,262345,129.3
2021-05-05,Spring,22.4,2.41,9.7,0,322449,118.96
2021-05-06,Spring,14.3,2.64,45.3,0,257359,92.76
2021-05-07,Spring,20.7,2.99,33.6,0,306275,95.13
2021-05-08,Spring,21.1,2.34,62.2,0,223258,123.35
2021-05-09,Spring,20.7,2.45,57.1,0,239255,90.12
2021-05-10,Spring,18.8,2.38,52.2,0,255258,118.73
2021-05-11,Spring,21.6,2.84,47.2,0,267298,117.95
2021-05-12,Spring,25.8,2.17,15.2,0,318279,92.61
2021-05-13,Spring,22.9,0.31,35,0,251067,162.25
2021-05-14,Spring,23.4,1.31,51,0,252756,87.77
2021-05-15,Spring,18.4,3.35,50.3,0,226607,74.56
2021-05-16,Spring,21.2,2.84,52.5,0,259711,140.1
2021-05-17,Spring,16.2,1.36,19.4,0,303113,77.04
2021-05-18,Spring,17.3,2.67,27.6,0,300265,82.17
2021-05-19,Spring,19.4,3.83,18.4,0,300141,158.36
2021-05-20,Spring,21.3,3.27,9.4,0,308128,119.06
2021-05-21,Spring,15.4,1.13,50.1,0,246129,91.09
2021-05-22,Spring,19.8,1.92,41.8,0,261949,144.25
2021-05-23,Spring,24.5,3.39,25.1,0,295812,81.97
2021-05-24,Spring,15.3,3.58,5.3,0,332621,137.75
2021-05-25,Spring,18.2,3.24,35.9,0,305945,69.16
2021-05-26,Spring,24.4,2.45,28.2,0,302728,117.83
2021-05-27,Spring,20.3,2.18,30.2,0,296921,146.52
2021-05-28,Spring,19.4,2.61,27.7,0,299933,107.56
2021-05-29,Spring,19.8,3.47,26.9,0,311907,162.76
2021-05-30,Spring,17.6,2.22,40.8,0,261059,105.34
2021-05-31,Spring,22.8,1.52,41.4,0,243541,99.53
2021-06-01,Summer,22.6,2.7,24.7,0,348136,88.2
2021-06-02,Summer,21.7,0.87,29.8,0,347075,48.25
2021-06-03,Summer,22,1.7,26,0,331485,133.99
2021-06-04,Summer,23.7,2.94,39,0,318370,67.75
2021-06-05,Summer,23.6,2.88,46.1,0,296000,103.62
2021-06-06,Summer,26.2,2.81,39.1,0,341665,114.33
2021-06-07,Summer,25.5,2.09,29.5,0,351057,127.83
2021-06-08,Summer,25.1,2.99,50,0,305026,110.19
2021-06-09,Summer,22.4,0.46,32.7,0,338632,91.49
2021-06-10,Summer,23,2.15,25.5,0,346974,93.47
2021-06-11,Summer,21.9,3.53,32.8,0,337407,131.58
2021-06-12,Summer,28,2.69,31.2,0,325297,112.56
2021-06-13,Summer,22.9,1.78,14.8,0,338201,67.95
2021-06-14,Summer,24.1,2.01,27.5,0,345717,44.75
2021-06-15,Summer,24.9,1.19,18.4,0,369447,96.7
2021-06-16,Summer,21.3,1.45,11.2,0,395082,108.85
2021-06-17,Summer,26.9,2.32,8.6,0,414573,106.44
2021-06-18,Summer,24.5,1.04,23.5,0,375096,103.05
2021-06-19,Summer,23.8,1.96,19.1,0,347559,61.01
2021-06-20,Summer,24.6,2.34,30.4,0,334022,117.24
2021-06-21,Summer,20.6,1.61,23.6,0,355455,227.27
2021-06-22,Summer,26.5,2.4,39.1,0,353802,76.91
2021-06-23,Summer,23.6,2.49,32.6,0,353150,85.22
2021-06-24,Summer,21.2,1.98,6.6,0,404225,117.65
2021-06-25,Summer,20.2,1.86,15.1,0,361370,83.63
2021-06-26,Summer,21.8,1.61,18.8,0,347850,74.55
2021-06-27,Summer,22.6,2.85,42.8,0,320643,50.3
2021-06-28,Summer,23.8,2.88,30.8,0,324016,86.78
2021-06-29,Summer,21,1.58,20.9,0,351732,118.14
2021-06-30,Summer,25.9,3.03,34.5,0,331599,127.88
2021-07-01,Summer,24.9,2.9,32,0,358873,99.78
2021-07-02,Summer,29.5,2.86,33.2,0,334152,76.67
2021-07-03,Summer,26,4.05,7.5,0,359417,61.13
2021-07-04,Summer,28.4,2.58,16.2,0,383088,100.8
2021-07-05,Summer,31.6,2.15,24.3,0,344103,127.8
2021-07-06,Summer,23.1,1.48,7.7,0,387252,134.25
2021-07-07,Summer,29,1.29,6,0,395638,81.44
2021-07-08,Summer,25.9,2.02,23.4,0,350765,87.04
2021-07-09,Summer,26.3,3.31,18.2,0,383180,116
2021-07-10,Summer,27,2.55,17.3,0,348648,110.87
2021-07-11,Summer,29.8,0.76,7.7,0,385919,80.02
2021-07-12,Summer,28.5,2.89,14.7,0,390590,120.22
2021-07-13,Summer,25.8,1.1,11.9,0,370868,80.2
2021-07-14,Summer,31.5,2.78,19.3,0,344080,123.44
2021-07-15,Summer,29.2,1.59,19.1,0,377474,66.6
2021-07-16,Summer,25.3,1.76,13.8,0,392283,74.35
2021-07-17,Summer,24.4,2.7,12.1,0,380199,98.54
2021-07-18,Summer,28.5,2.16,12.4,0,352620,90.96
2021-07-19,Summer,24.4,1.25,28.6,0,351107,97.5
2021-07-20,Summer,27,2.96,23.3,0,335477,99.7
2021-07-21,Summer,29.1,1.17,8.7,0,395859,105.72
2021-07-22,Summer,26.5,2.67,10.3,0,373391,115.2
2021-07-23,Summer,30.1,1.99,30.4,0,326795,108.37
2021-07-24,Summer,27.8,2.26,21.1,0,356212,89.52
2021-07-25,Summer,24.8,1.14,22.6,0,352640,150.56
2021-07-26,Summer,28.3,4.49,14.2,0,377176,262.51
2021-07-27,Summer,29,1.91,34.3,0,340955,89
2021-07-28,Summer,23.3,1.39,28.5,0,334530,131.94
2021-07-29,Summer,25,1.63,10.3,0,397921,111.09
2021-07-30,Summer,26.7,2.21,17.8,0,372871,89.2
2021-07-31,Summer,24.6,2.43,17.1,0,358592,128.51
2021-08-01,Summer,24.7,2.27,7.3,0,376801,122.96
2021-08-02,Summer,24.2,2.16,15.5,0,346588,88.77
2021-08-03,Summer,28.4,1.2,23.3,0,361496,137.3
2021-08-04,Summer,24,3.26,34.4,0,327583,113.89
2021-08-05,Summer,24.6,3.09,35.3,0,298942,94.14
2021-08-06,Summer,29.9,0.76,32.1,0,331679,95.77
2021-08-07,Summer,24.1,1.7,9.6,0,369656,130.28
2021-08-08,Summer,23.3,2.98,16.8,0,393524,127.74
2021-08-09,Summer,26.4,1.99,34,0,308758,110.83
2021-08-10,Summer,28,2.56,16.3,0,353175,98.98
2021-08-11,Summer,28.6,2.58,17.2,0,390037,79.12
2021-08-12,Summer,25.9,2.18,24.6,0,371656,120.71
2021-08-13,Summer,26.8,3.19,22.9,0,350103,78.1
2021-08-14,Summer,24.1,3.5,36.1,0,321010,101.48
2021-08-15,Summer,25.9,1.24,16.9,0,378224,79.2
2021-08-16,Summer,30,2.21,20.9,0,331175,60.05
2021-08-17,Summer,27.7,2.42,24.8,0,328329,83.24
2021-08-18,Summer,23.8,3.68,11.9,0,380064,121.99
2021-08-19,Summer,25.4,1.67,9.8,0,408301,130.36
2021-08-20,Summer,25.3,3.55,30,0,338474,140.71
2021-08-21,Summer,27.2,1.09,6.3,0,395905,105.55
